stop_id,stop_name
201611,TARGEE ST/STEUBEN ST
201612,TARGEE ST/PALMA DR
201613,TARGEE ST/SOBEL CT
201615,VANDERBILT AV/ROFF ST
201616,VANDERBILT AV/OSGOOD AV
201617,VANDERBILT AV/PARK HILL LN
201623,VAN DUZER ST/BALTIC ST
201630,HYLAN BLVD/LINCOLN AV
201638,BAY ST/SANDS ST
201644,VANDERBILT AV/PLEASANT PL
201645,VANDERBILT AV/OSGOOD AV
201646,VANDERBILT AV/IRVING PL
201647,VANDERBILT AV/HILLSIDE AV
201648,VANDERBILT AV/VAN DUZER ST
201649,RICHMOND RD/LONGVIEW RD
201650,RICHMOND RD/NARROWS RD SOUTH
201651,RICHMOND RD/DOUGLAS RD
201653,RICHMOND RD/SPRING ST
201654,RICHMOND RD/ROME AV
201655,RICHMOND RD/TARGEE ST
201656,RICHMOND RD/HUNTON ST
201658,RICHMOND RD/MARK ST
201659,RICHMOND RD/BURGHER AV
201662,RICHMOND RD/FOUR CORNERS RD
201663,RICHMOND RD/BUEL AV
201664,RICHMOND RD/STROBE AV
201665,RICHMOND RD/HULL AV
201680,MIDLAND AV/FATHER CAPODANNO BLVD
201684,BRIELLE AV/BRADLEY AV
201685,BRIELLE AV/LIVINGSTON AV
201686,BRIELLE AV/GANSEVOORT BLVD
201687,BRIELLE AV/MANOR RD
201688,MANOR RD/OCEAN TERR
201689,MANOR RD/CROAK AV
201690,MANOR RD/TILLMAN ST
201691,MANOR RD/WESTWOOD AV
201692,MANOR RD/SCHMIDTS LN
201693,MANOR RD/NORTH GANNON AV
201694,MANOR RD/VICTORY BLVD
201695,MANOR RD/DONGAN AV
201696,MANOR RD/STURGES ST
201697,MANOR RD/RICE AV
201698,MANOR RD/DRAKE AV
201699,MANOR RD/MARTLING AV
201700,MANOR RD/KINGSLEY AV
201701,MANOR RD/CURTIS AV
201711,BROADWAY/HENDERSON AV
201712,BROADWAY/WAYNE ST
201713,WAYNE ST/NORTH BURGHER AV
201719,BROADWAY/WAYNE ST
201720,BROADWAY/HENDERSON AV
201721,BROADWAY/CASTLETON AV
201730,MANOR RD/RAVENHURST AV
201731,MANOR RD/KINGSLEY AV
201732,MANOR RD/MAINE AV
201733,MANOR RD/CONSTANT AV
201734,MANOR RD/JOAN PL
201735,MANOR RD/CROWELL AV
201736,MANOR RD/DONGAN AV
201737,MANOR RD/VICTORY BLVD
201738,MANOR RD/NORTH GANNON AV
201739,MANOR RD/SCHMIDTS LN
201740,MANOR RD/WESTWOOD AV
201741,MANOR RD/HOLDEN BLVD
201742,MANOR RD/QUEEN ST
201743,MANOR RD/HAROLD ST
201744,BRIELLE AV/GOWER ST
201745,BRIELLE AV/GANSEVOORT BLVD
201746,BRIELLE AV/LIVINGSTON AV
201747,BRIELLE AV/BRADLEY AV
201754,GUYON AV/CLAWSON ST
201755,GUYON AV/ELMIRA ST
201756,GUYON AV/TARRING ST
201758,AMBOY RD/GUYON AV
201933,VICTORY BLVD/FELDMEYERS LN
201934,VICTORY BLVD/ALBERTA AV
201936,VICTORY BLVD/BURKE AV
201940,VICTORY BLVD/BARON BLVD
201942,VICTORY BLVD/TRAVIS AV
201943,VICTORY BLVD/TRAVIS AV FUN STATION
201944,VICTORY BLVD/SIGNS RD
201946,VICTORY BLVD/LISA PL
201947,VICTORY BLVD/ARLENE ST
201948,VICTORY BLVD/RICHMOND AV (FAR)
201949,VICTORY BLVD/GOLLER PL
201950,VICTORY BLVD/MORANI ST
201951,VICTORY BLVD/WILLOWBROOK PK
201959,VICTORY BLVD/NORTH GANNON AV
201960,VICTORY BLVD/NEPTUNE PL
201961,VICTORY BLVD/WILLOWBROOK RD
201962,VICTORY BLVD/DECATUR AV
201964,VICTORY BLVD/MARTIN AV
201965,VICTORY BLVD/SHERADEN AV
202022,VICTORY BLVD/MANN AV
202025,VICTORY BLVD/OCONNOR AV
202026,VICTORY BLVD/LIVERMORE AV
202027,VICTORY BLVD/CRYSTAL AV
202028,VICTORY BLVD/BRYSON AV
202029,VICTORY BLVD/WILLOWBROOK RD
202039,VICTORY BLVD/MORANI ST
202040,VICTORY BLVD/GOLLER PL
202041,VICTORY BLVD/RICHMOND AV
202042,VICTORY BLVD/ARLENE ST
202043,VICTORY BLVD/GRAHAM AV
202044,VICTORY BLVD/SIGNS RD
202047,VICTORY BLVD/TRAVIS AV
202048,VICTORY BLVD/SHENANDOAH AV
202049,VICTORY BLVD/BARON BLVD
202051,VICTORY BLVD/CANNON AV
202052,VICTORY BLVD/LEROY ST
202053,VICTORY BLVD/BURKE AV
202054,VICTORY BLVD/WILD AV
202055,VICTORY BLVD/GLEN ST
202056,VICTORY BLVD/FELDMEYERS LN
202057,VICTORY BLVD/CON EDISON
202066,ARTHUR KILL RD/YETMAN AV
202067,ARTHUR KILL RD/WOOD AV
202068,ARTHUR KILL RD/ARTHUR KILL STATION
202069,ARTHUR KILL RD/NASSAU PL
202073,ARTHUR KILL RD/VETERANS RD WEST
202076,ARTHUR KILL RD/SHARROTTS RD
202078,ARTHUR KILL RD/ELLIS RD
202079,ARTHUR KILL RD/CLAY PIT RD
202080,ARTHUR KILL RD/JOHNSON ST
202083,ARTHUR KILL RD/BROADWAY STAGES STATEN ISLAND
202084,ARTHUR KILL RD/BLOOMINGDALE RD
202089,ARTHUR KILL RD/VETERANS RD WEST
202090,ARTHUR KILL RD/CARLYLE GREEN
202091,ARTHUR KILL RD/ARDEN AV
202094,ARTHUR KILL RD/WOODROW RD
202095,ARTHUR KILL RD/ANNADALE RD
202096,ARTHUR KILL RD/CROSSFIELD AV
202097,ELTINGVILLE/TRANSIT CENTER
202099,ARTHUR KILL RD/ARMSTRONG AV
202100,ARTHUR KILL RD/COLON AV
202101,ARTHUR KILL RD/ELVERTON AV
202103,ARTHUR KILL RD/GREAVES AV
202121,RICHMOND RD/STEELE AV
202122,RICHMOND RD/LOCUST AV
202123,RICHMOND RD/BANCROFT AV
202124,RICHMOND RD/GREELEY AV
202125,RICHMOND RD/LINCOLN AV
202147,TARGEE ST/VANDERBILT AV
202149,TARGEE ST/OSGOOD AV
202150,TARGEE ST/YOUNG ST
202151,TARGEE ST/BROAD ST
202152,BROAD ST/GORDON ST
202153,BROAD ST/TOMPKINS AV
202176,BROAD ST/CEDAR ST
202177,BROAD ST/GORDON ST
202179,VAN DUZER ST/BROAD ST
202180,VAN DUZER ST/YOUNG ST
202181,VAN DUZER ST/OAKLAND TERR
202182,VAN DUZER ST/BARING PL
202184,VAN DUZER ST/HILLSIDE AV
202185,VAN DUZER ST/VANDERBILT AV
202187,RICHMOND RD/DE KALB ST
202205,RICHMOND RD/MIDLAND AV
202206,RICHMOND RD/LINCOLN AV
202207,RICHMOND RD/TODT HILL RD
202208,RICHMOND RD/BANCROFT AV
202209,RICHMOND RD/ALTAMONT ST
202210,RICHMOND RD/STEELE AV
202228,ARTHUR KILL RD/GIFFORDS LN
202229,ARTHUR KILL RD/ELVERTON AV
202230,ARTHUR KILL RD/BROOKFIELD AV
202231,ARTHUR KILL RD/ARMSTRONG AV
202232,ARTHUR KILL RD/RIDGEWOOD AV
202234,ARTHUR KILL RD/CROSSFIELD AV
202235,ARTHUR KILL RD/ANNADALE RD
202236,ARTHUR KILL RD/WOODROW RD
202237,ARTHUR KILL RD/ARDEN HEIGHTS PLAZA
202239,ARTHUR KILL RD/ARDEN AV
202240,ARTHUR KILL RD/CARLYLE GREEN
202241,ARTHUR KILL RD EAST/VETERANS RD EAST
202242,ARTHUR KILL RD/WEST SERVICE RD
202248,ARTHUR KILL RD/BROADWAY STAGES STATEN ISLAND
202249,ARTHUR KILL RD/JOHNSON ST
202253,ARTHUR KILL RD/SHARROTTS RD
202254,ARTHUR KILL RD/WINANT PL
202255,ARTHUR KILL RD/ANDROVETTE ST
202256,ARTHUR KILL RD/ALLENTOWN LN
202260,ARTHUR KILL RD/NASSAU PL
202262,ARTHUR KILL RD/WOOD AV
202263,ARTHUR KILL RD/YETMAN AV
202264,ARTHUR KILL RD/MAIN ST
202275,FOSTER RD/AMBOY RD
202277,FOSTER RD/DRUMGOOLE RD WEST
202278,FOSTER RD/DARLINGTON AV
202279,FOSTER RD/RAMONA AV
202280,FOSTER RD/SINCLAIR AV
202289,ARTHUR KILL RD/VETERANS RD EAST
202292,ARDEN AV/ARTHUR KILL RD
202293,ARDEN AV/DOVER GREEN
202294,ARDEN AV/FOREST GREEN
202304,ANNADALE RD/NORTH PINE TERR
202305,ANNADALE RD/AMBOY RD
202306,AMBOY RD/ALVINE AV
202307,AMBOY RD/ARBUTUS AV
202309,AMBOY RD/HUGUENOT AV
202329,AMBOY RD/KINGDOM AV
202330,AMBOY RD/ARBUTUS AV
202331,AMBOY RD/RUGGLES ST
202332,ANNADALE RD/AMBOY RD
202333,ANNADALE RD/HILLIS ST
202335,ANNADALE RD/ARDEN AV
202383,NEW DORP LN/ROMA AV
202384,NEW DORP LN/FINLEY AV
202385,NEW DORP LN/WINHAM ST
202386,NEW DORP LN/CUBA AV
202387,NEW DORP LN/MILL RD
202388,NEW DORP LN/HYLAN BLVD
202389,NEW DORP LN/CLAWSON ST
202390,NEW DORP LN/EDISON ST
202391,NEW DORP LN/NEW DORP PLAZA
202453,VAN DUZER ST/ROFF ST
202482,NEW DORP LN/NEW DORP PLAZA
202483,NEW DORP LN/10 ST
202484,NEW DORP LN/CLAWSON ST
202486,NEW DORP LN/MILL RD
202487,NEW DORP LN/CUBA AV
202488,NEW DORP LN/WINHAM AV
202489,NEW DORP LN/FINLEY AV
202490,NEW DORP LN/ROMA AV
202491,NEW DORP LN/CEDAR GROVE AV
202494,CEDAR GROVE AV/TOPPING ST
202501,MILL RD/EBBITTS ST
202502,MILL RD/ISERNIA AV
202503,MILL RD/TYSENS LN
202519,VANDERBILT AV/TOMPKINS AV
202522,MORNINGSTAR RD/INNIS ST
202524,VICTORY BLVD/WILD AV
202532,RICHMOND TERR/SNUG HARBOR RD EAST
202536,GRANDVIEW AV/FOREST AV
202537,GRANDVIEW AV/CONTINENTAL PL
202538,SAINT GEORGE FERRY/RAMP C S46 & S96
202545,AMBOY RD/BEHAN CT
202546,BRIELLE AV/ROANOKE ST
202548,BRADLEY AV/VICTORY BLVD
202549,AMBOY RD/BEACH AV
202550,AMBOY RD/THOMAS ST
202553,TYSENS LN/FALCON AV
202563,CLYDE PL/ARNOLD ST
202567,HYLAN BLVD/BEACH AV
202569,SAINT GEORGE FERRY/RAMP D S44 & S94
202572,RICHMOND RD/NEW DORP LN
202577,SAINT GEORGE FERRY/RAMP D S40 & S90
202579,SAINT GEORGE FERRY/RAMP D S42 & S52
202581,RICHMOND RD/BARTON AV
202586,BROADWAY/RICHMOND TERR
202588,VICTORY BLVD/SPARKS LN
202589,VICTORY BLVD/DINSMORE ST
202590,VICTORY BLVD/RICHMOND AV (NEAR)
202592,SAINT GEORGE FERRY/RAMP A S62 & S92
202600,MORNINGSTAR RD/KALVER PL
202601,SAINT PAULS AV/PAXTON ST
202602,HYLAN BLVD/OTIS AV
202603,CLOVE RD/CHESHIRE PL
202604,VICTORY BLVD/LABAU AV
202605,HYLAN BLVD/YETMAN AV
202608,HAMILTON AV/EGMONT PL
202610,ARTHUR KILL RD/KENILWORTH AV
202611,ARTHUR KILL RD/CORBIN AV
202613,SAINT MARKS PL/83 SAINT MARKS PL
202615,VICTORY BLVD/SILVER MOUNT CEMETERY
202616,RICHMOND AV/ARMAND ST
202618,YUKON AV/WATCHMANS OFFICE
202620,ARTHUR KILL RD/LADD AV
202622,PORT RICHMOND AV/HOOKER PL
202625,VICTORY BLVD/INGRAM AV
202626,FINGERBOARD RD/NARROWS RD SOUTH
202628,ARTHUR KILL RD/VERIZON FACILITY
202631,ANNADALE RD/BELFIELD AV
202632,LUTEN AV/EYLANDT ST
202635,SEGUINE AV/KNOX ST
202641,LUTEN AV/EYLANDT ST
202646,RICHMOND AV/SHIRLEY AV
202647,PORT RICHMOND AV/DIXON AV
202650,RICHMOND AV/FOREST ST
202651,RICHMOND RD/ST PATRICKS PL
202652,CEDAR GROVE AV/WAVE CREST AV
202657,HYLAN BLVD/WENDY DR
202658,JERSEY ST/PAUW ST
202659,RICHMOND AV/AMSTERDAM PL
202660,VICTORY BLVD/CYPRESS AV
202661,VICTORY BLVD/CHESHIRE PL
202663,VICTORY BLVD/INGRAM AV
202664,HYLAN BLVD/PACIFIC AV
202665,HYLAN BLVD/WINCHESTER AV
202669,VICTORY BLVD/SIMMONS LN
202672,VICTORY BLVD/SPARK PL
202678,ROCKLAND AV/BRIELLE AV
202681,RICHMOND AV/SIGNS RD
202683,WALKER ST/TRANTOR PL
202684,WALKER ST/TRANTOR PL
202685,MORNINGSTAR RD/WALKER ST
202686,EBBITTS ST/HYLAN BLVD
202692,VICTORY BLVD/SILVER LAKE APARTMENTS
202697,TRAVIS AV/NEHRING AV
202699,TRAVIS AV/EVANS ST
202700,TRAVIS AV/LEWISTON ST
202702,FOREST HILL RD/FIELD ST
202703,FOREST HILL RD/STEERS ST
202704,FOREST HILL RD/DOROTHY ST
202705,HAROLD ST/FOREST HILL RD
202707,HAROLD ST/SUNSET AV
202708,HAROLD ST/BRADLEY AV
202709,HAROLD ST/ROOSEVELT AV
202710,HAROLD ST/SUNSET AV
202711,HAROLD ST/JOSEPH AV
202712,HAROLD ST/FOREST HILL RD
202715,FOREST HILL RD/STATEN ISLAND DEVELOPMENTAL OFFICE
202716,TRAVIS AV/BOGOTA ST
202717,TRAVIS AV/EVANS ST
202718,TRAVIS AV/DENKER PL
202719,TRAVIS AV/NEHRING AV
202720,MERRYMOUNT ST/TRAVIS AV
202721,MERRYMOUNT ST/SHILOH ST
202724,ARTHUR KILL RD/CORBIN AV
202725,ARTHUR KILL RD/FRANKLIN LN
202726,ARTHUR KILL RD/MILES AV
202733,OLYMPIA BLVD/ANDREWS ST
202738,RICHMOND TERR/PARK AV
202740,RICHMOND TERR/PARK AV
202741,RICHMOND TERR/PORT RICHMOND AV
202744,RICHMOND TERR/PORT RICHMOND AV
202775,BRIGHTON AV / CASTLETON AV
202782,POST AV/PORT RICHMOND AV
202784,POST AV/PORT RICHMOND AV
202785,HYLAN BLVD/SPRATT AV
202786,AMBOY RD/1 ST
202787,CLOVE RD/FOOTE AV
202788,CANAL ST/CANAL ST
202800,ARTHUR KILL RD/UNITED HEBREW CEMETERY
202801,BAY ST/VIRGINIA AV
202802,OLGA PL/HYLAN BLVD
202809,RICHMOND TERR/ARLINGTON AV
202823,SOUTH AV/RICHMOND TERR
202824,SOUTH AV/ARLINGTON PL
202830,SOUTH AV/CABLE WAY
202839,RICHMOND AV/MARC ST
202840,MARSH AV/WESTPORT ST
202841,MARSH AV/ELMWOOD PK DR
202842,MARSH AV/WINDHAM LOOP
202844,STATEN ISLAND MALL AT PLATINUM AV/BEST BUY
202845,RICHMOND AV/YUKON AV
202846,INDEPENDENCE AV/ASHLEY HOMEGOODS
202849,MARSH AV/ELMWOOD PARK DR
202850,MARSH AV/WINDHAM LOOP
202855,RICHMOND AV/KOCH BLVD
202856,HYLAN BLVD/RICHMOND AV
202861,ARTHUR KILL RD/SAINT JOHN NEWMANN
202864,SAINT GEORGE FERRY/RAMP B S74 & S84
202881,SAINT GEORGE FERRY/RAMP C S48 & S98
202883,ARDEN AV/ARTHUR KILL RD
202884,ARDEN AV/DOVER GREEN
202885,ARDEN AV/FOREST GREEN
202886,ARDEN AV/HAMPTON GREEN
202887,ARDEN AV/CORRELL AV
202888,ARDEN AV/WOODROW RD
202889,WOODROW RD/HOLCOMB AV
202890,WOODROW RD/DELMAR AV
202892,WOODROW RD/DESEREE AV
202893,WOODROW RD/FOSTER RD
202894,FOSTER RD/ALBOURNE AV
202897,HYLAN BLVD/LUTEN AV
202899,SEGUINE AV/WATERBURY AV
202903,FOSTER RD/DRUMGOOLE RD EAST
202904,FOSTER RD/DARLINGTON AV
202905,FOSTER RD/RATBUN AV
202906,FOSTER RD/SINCLAIR AV
202907,FOSTER RD/WOODROW RD
202908,WOODROW RD/ALVERSON AV
202909,WOODROW RD/ELLSWORTH AV
202910,WOODROW RD/BOULDER ST
202911,WOODROW RD/DELMAR AV
202912,WOODROW RD/CANTON AV
202913,WOODROW RD/ALMOND ST
202914,ARDEN AV/ROLLING HILL GREEN
202917,RICHMOND AV/FOREST HILL RD
202918,ANNADALE RD/TOKEN ST
202921,ANNADALE RD/GENESEE AV
202922,ANNADALE RD/RYE AV
202923,ANNADALE RD/ARDEN AV
202924,ANNADALE RD/RYE AV
202925,ANNADALE RD/NOTUS AV
202926,ANNADALE RD/DRUMGOOLE RD W
202927,ANNADALE RD/DORVAL PL
202931,MARSH AV/RICHMOND HILL RD
202933,RICHMOND RD/SPRUCE ST
202934,SEGUINE AV/DIRENZO CT
202935,FOREST AV/WILLOW RD WEST
202936,FOREST AV/BRIGHTON AV
202937,FOREST HILL RD/ROCKLAND AV
202939,ANNADALE RD/TYNAN ST
202941,CLOVE RD/NIAGARA ST
202978,MANOR RD/FOREST AV
202981,BEACH ST/WATER ST
202985,SOUTH AV/FOREST AV
202990,RICHMOND HILL RD/VASSAR ST
202991,RICHMOND HILL RD/VASSAR ST
202993,PORT RICHMOND AV/RICHMOND TERR
202994,RICHMOND TERR/UNION AV
202995,RICHMOND TERR/LAFAYETTE AV
202998,FOREST AV/LILAC CT
203001,ANNADALE RD/CROSSFIELD AV
203002,WOODROW RD/VINELAND AV
203006,SAINT GEORGE FERRY/RAMP A S61 & S91
203008,MIDLAND AV/MASON AV
203009,BRIELLE AV/BABE RUTH FIELD
203012,RICHMOND RD/ROSE AV
203013,HYLAN BLVD/WEST FINGERBOARD RD
203016,HYLAN BLVD/NAUGHTON AV
203017,SEGUINE AV/WATERBURY AV
203018,BRADLEY AV/BRIELLE AV
203026,HAROLD ST/WASHINGTON AV
203028,ROCKLAND AV/SAINT GEORGE RD
203030,CLOVE RD/CARY AV
203031,CLOVE RD/CASTLETON AV
203032,CASTLETON AV/CLOVE RD
203034,BROADWAY/CARY AV
203035,BROADWAY/DELAFIELD AV
203036,BROADWAY/FOREST AV
203037,BROADWAY/WEST RALEIGH AV
203038,BROADWAY/COLONIAL CT
203039,BROADWAY/CLOVE RD
203040,BROADWAY/COUGHLIN AV
203043,BROADWAY/FOREST AV
203044,BROADWAY/DELAFIELD AV
203045,BROADWAY/CARY AV
203046,BROADWAY/CASTLETON AV
203047,CLOVE RD/POST AV
203048,CLOVE RD/DELAFIELD AV
203049,MANOR RD/FOREST AV
203050,VICTORY BLVD/SOUTH GREENLEAF AV
203051,JERSEY ST/CARLYLE ST
203052,CLOVE RD/TIOGA ST
203057,RICHMOND RD/OLD TOWN RD
203059,RICHMOND RD/RARITAN AV
203061,GOETHALS RD NORTH/MOBILE HOME PARK ROW A
203063,FOREST AV/HAMLIN PL
203065,NEW DORP LN/NEW DORP PLAZA
203066,FATHER CAPODANNO BLVD/LINDA AV
203067,VICTORY BLVD/CON EDISON BUS LOOP
203068,MAIN ST/CRAIG AV
203069,MAIN ST/CRAIG AV
203071,ARTHUR KILL RD/STORER AV
203072,ARTHUR KILL RD/STORER AV
203073,NEW DORP LN/HYLAN BLVD
203074,FOREST HILL RD/STEERS  ST
203075,RICHMOND AV/AUGUSTA AV
203078,RICHMOND AV/YUKON AV
203080,ARTHUR KILL RD/ARDEN HEIGHTS PLAZA
203081,ROSE AV/NEW DORP PLAZA
203082,HYLAN BLVD/RENO AV
203083,FATHER CAPODANNO BLVD/SAND LN
203087,SOUTH AV/BRABANT ST
203088,VICTORY BLVD/RIDGEWAY AV
203092,VICTORY BLVD/SILVER LAKE APARTMENTS
203093,ARTHUR KILL RD/RIDGEWOOD AV
203095,HYLAN BLVD/WEST FINGERBOARD RD
203096,FATHER CAPODANNO BLVD/ALTER AV
203097,FATHER CAPODANNO BLVD/CROMWELL AV
203098,EBBITTS ST/HYLAN BLVD
203100,BROADWAY/EAST RALEIGH AV
203102,RICHMOND TERR/TAYLOR ST
203104,FATHER CAPODANNO BLVD/ATLANTIC AV
203110,RICHMOND AV/RIVINGTON AV
203113,ARTHUR KILL RD/NEWVALE AV
203116,TOMPKINS AV/CHESTNUT AV
203117,AMBOY RD/KINGDOM AV
203118,ARTHUR KILL RD/1666 ARTHUR KILL RD
203128,RICHMOND RD/DELLWOOD RD
203130,CEDAR GROVE AV/GARIBALDI AV
203131,HYLAN BLVD/ARBUTUS AV
203133,MERRYMOUNT ST/SHILOH ST
203141,VICTORY BLVD/FUN STATION
203146,GIFFORDS LN/ARTHUR KILL RD
203147,GIFFORDS LN/GURLEY AV
203148,DELAFIELD AV/MANOR RD
203149,EBBITTS ST/CUBA AV
203150,EBBITTS ST/MANILA PL
203151,EBBITTS ST/FINLEY AV
203152,EBBITTS ST/ROMA AV
203153,EBBITTS ST/CEDAR GROVE AV
203154,CEDAR GROVE AV/CEDAR GROVE CT
203155,CEDAR GROVE AV/NEW DORP LN
203156,EBBITTS ST/CUBA AV
203157,EBBITTS ST/WINHAM AV
203158,EBBITTS ST/FINLEY AV
203159,EBBITTS ST/ROMA AV
203161,WATCHOGUE RD/LIVERMORE AV
203162,CEDAR GROVE AV/MAPLE TERR
203163,WATCHOGUE RD/NEAL DOW AV
203164,WATCHOGUE RD/FREDERICK ST
203165,WATCHOGUE RD/SMITH CT
203166,WATCHOGUE RD/NEAL DOW AV
203167,WATCHOGUE RD/LIVERMORE AV
203173,FATHER CAPODANNO BLVD/HEMPSTEAD AV
203174,AMBOY RD/FARRELL CT
203175,VICTORY BLVD/CON EDISON BUS LOOP
203180,FOSTER RD/ALBOURNE AV
203183,ARTHUR KILL RD/ARTHUR KILL STATION
203184,PORT RICHMOND AV/SMITH PL
203190,BAY ST/VAN DUZER ST
203192,AMBOY RD/FINLEY ST
203197,STATEN ISLAND MALL AT PLATINUM AV/PRIMARK
203199,STATEN ISLAND MALL AT RING RD/PLATINUM AV
203200,VICTORY BLVD/WILLOWBROOK PARK
203204,TARGEE ST/NAPLES ST
203205,BAY ST/BAYLEY SETON HOSPITAL
203206,VICTORY BLVD/SHENANDOAH AV
203208,ARTHUR KILL RD/UNITED HEBREW CEMETERY
203209,FOSTER RD/WHEELING AV
203210,BRADLEY AV/PORTAGE AV
203214,GIFFORDS LN/BARLOW AV
203215,GIFFORDS LN/GURLEY AV
203222,RICHMOND TERR/SNUG HARBOR RD EAST
203225,VANDERBILT AV/BAYLEY SETON HOSPITAL
203226,FATHER CAPODANNO BLVD/SAND LN
203231,SEAVIEW AV/PSYCH CENTER EAST
203232,SEAVIEW AV/PSYCH CENTER WEST
203236,FATHER CAPODANNO BLVD/SEAVIEW AV
203238,CEDAR GROVE AV/EBBITTS ST
203342,STEUBEN ST/WEST FINGERBOARD RD
203343,NARROWS RD SOUTH/HYLAN BLVD
203344,NARROWS RD SOUTH/FINGERBOARD RD
203345,NARROWS RD NORTH/FINGERBOARD RD
203359,TRAVIS AV/DENKER PL
203361,HYLAN BLVD/GOODALL ST
203363,WALKER ST/PORT RICHMOND AV
203364,HENDERSON AV/CLINTON AV
203365,HENDERSON AV/CLINTON AV
203368,COLLEGE OF STATEN ISLAND/VICTORY BLVD
203369,COLLEGE OF STATEN ISLAND/VICTORY BLVD
203378,BRIGHTON AV/LAFAYETTE AV
203379,BAY ST/CLINTON ST
203381,SOUTH AV/FOREST AV
203382,SOUTH AV/AMADOR ST
203383,SOUTH AV/GOETHALS RD NORTH
203384,SOUTH AV/TELEPORT DR
203386,SOUTH AV/WEST SHORE PLAZA
203387,SOUTH AV/TELEPORT DR
203388,SOUTH AV/GOETHALS RD NORTH
203389,SOUTH AV/AMADOR ST
203390,HYLAN BLVD/CHELSEA ST
203391,SEAVIEW AV/OLYMPIA BLVD
203393,SEGUINE AV/SINGLETON ST
203399,HYLAN BLVD/ARMSTRONG AV
203402,ARLINGTON PL/HOLLAND AV
203404,GIFFORDS LN/BALTIMORE ST
203406,BRADLEY AV/PURDY AV
203407,FOREST AV/ELIZABETH GROVE RD
203408,HENDERSON AV/WESTBURY AV
203409,VICTORY BLVD/WILLOW RD
203410,VANDERBILT AV/TOMPKINS AV
203411,McCLEAN AV/LILY POND AV
203412,NEW YORK AV/DRUM AV
203413,NEW YORK AV/DRUM AV
203414,RICHMOND RD/EDGAR PL
203417,VICTORY BLVD/WILD AV
203418,ARLINGTON PL/SOUTH AV
203419,ARLINGTON PL/NORTHFIELD AV
203420,HOLLAND AV/BENJAMIN PL
203423,HOLLAND AV/BENJAMIN PL
203426,MIDLAND AV/PATTERSON AV
203427,RICHMOND TERR/FEDERAL PL
203428,SAND LN/FATHER CAPODANNO BLVD
203429,OLYMPIA BLVD/PIAVE AV
203430,OLYMPIA BLVD/ORLANDO ST
203431,HYLAN BLVD/RICHMOND AV
203433,OLYMPIA BLVD/ORLANDO ST
203438,HYLAN BLVD/BERTRAM AV
203440,LUTEN AV/EYLANDT ST
203444,MIDLAND AV/BOUNDARY AV
203446,NEW DORP LN/MILL RD
203449,ARTHUR KILL RD/CLAY PIT RD
203450,ARTHUR KILL RD/KREISCHER ST
203453,BRIELLE AV/BABE RUTH FIELD
203454,CASTLETON AV/HAVEN ESPLANADE
203456,CLOVE RD/SAINT PETERS CEMETERY
203457,CLOVE RD/SAINT PETERS CEMETERY
203460,GIFFORDS LN/BALTIMORE ST
203461,HOWARD AV/CAMPUS RD
203463,HYLAN BLVD/RICHMOND AV (LOT)
203464,McCLEAN AV/RAILROAD AV
203466,MIDLAND AV/NORTH RAILROAD AV
203469,RICHMOND TERR/SAILORS SNUG HARBOR GATE
203470,ROSE AV/NEW DORP PLAZA
203471,TARGEE ST/ROFF ST
203472,VANDERBILT AV/ERRINGTON PL
203474,VICTORY BLVD/CRYSTAL AV
203478,MARSH AV/RING RD
203480,BROADWAY/COLONIAL CT
203481,RICHMOND TERR/SNUG HARBOR RD WEST
203482,MIDLAND AV/COLONY ST
203483,HYLAN BLVD/CRAIG AV
203485,CRAIG AV/AMBOY RD
203487,SEAVIEW AV/NUGENT AV
203492,WILDER AV/PINEWOOD AV
203496,CLARKE AV/WILDER AV
203499,CLOVE RD/RHINE AV
203500,CLOVE RD/TARGEE ST
203501,CLOVE RD/BRITTON AV
203502,CLOVE RD/NECKAR AV
203503,CLOVE RD/ELBE AV
203504,CLOVE RD/GRASMERE STATION
203505,CLOVE RD/WEST FINGERBOARD RD
203506,CLOVE RD/WEST FINGERBOARD RD
203507,CLOVE RD/GRASMERE STATION
203508,CLOVE RD/MOSEL AV
203509,CLOVE RD/NECKAR AV
203510,CLOVE RD/BRITTON AV
203511,CLOVE RD/TARGEE ST
203513,SAND LN/OLYMPIA BLVD
203515,NEW DORP LN/2 ST
203516,HYLAN BLVD/CONNECTICUT ST
203517,ROSSVILLE AV/BARRY  ST
203519,ROSSVILLE AV/CORRELL AV
203521,WOODROW RD/HELIOS PL
203522,WOODROW RD/WINANT AV
203523,BLOOMINGDALE RD/KRAMER AV
203524,BLOOMINGDALE RD/CORRELL AV
203525,BLOOMINGDALE RD/VETERANS RD EAST
203526,BLOOMINGDALE RD/VETERANS RD EAST
203527,BLOOMINGDALE RD/SHIEL AV
203528,BLOOMINGDALE RD/OPP KRAMER AV
203531,ROSSVILLE AV/WOODROW RD
203532,ROSSVILLE AV/CORRELL AV
203533,ROSSVILLE AV/SELKIRK ST
203534,ROSSVILLE AV/POND ST
203536,ARTHUR KILL RD/BLOOMINGDALE RD
203537,FOREST AV/MAPLE PKWY
203538,BRADLEY AV/SOUTH GANNON AV
203540,SAINT GEORGE FERRY/RAMP A S66
203541,DECKER AV/PALMER AV
203542,ARTHUR KILL RD/RICHMOND VALLEY RD
203543,ARTHUR KILL RD/MAJOR LEAGUE PLAZA
